planner_item_id	peq_item_id	item_name	material	idfile	color	item_type
6307	1087	Mithril Studded Sleeves	1	IT63	0	10
6309	1088	Mithril Studded Wristbands	1	IT63	4278190080	10
6301	1089	Mithril Studded Gloves	1	IT63	0	10
6303	1090	Mithril Studded Leggings	1	IT63	4278190080	10
6299	1091	Mithril Studded Boots	1	IT63	4278190080	10
2458	1094	Dirk of the Traitor	0	IT167	0	2
5371	1096	Klok's Seal	0	IT63	4278190080	255
3604	1097	Frostwrath	0	IT162	0	0
6916	1098	Phase Spider Carapace	19	IT63	6579325	10
6272	1099	Mithril Boots	3		11842810	10
6279	1100	Mithril Gauntlets	3		11842810	10
6462	1101	Netted Cap	0	IT63	0	10
6480	1102	Netted Mask	0	IT63	0	10
6464	1103	Netted Choker	0	IT63	0	10
6482	1104	Netted Shirt	0	IT63	0	10
6479	1105	Netted Mantle	0	IT63	0	10
6463	1106	Netted Cape	0	IT63	0	10
6465	1107	Netted Girth	0	IT63	0	10
6483	1108	Netted Sleeves	0	IT63	0	10
6484	1109	Netted Wristband	0	IT63	0	10
6466	1110	Netted Gloves	0	IT63	0	10
6481	1111	Netted Pants	0	IT63	0	10
6281	1112	Mithril Helm	3		11842810	10
6715	1113	Orb of the Crimson Bull	0	IT68	0	255
9790	1115	The Skull of Torture	0	IT63	4278190080	10
10390	1117	Velketor's Spell Book	0	IT27	0	255
3055	1120	Erudehide Tunic	1	IT63	4278190080	10
10846	1121	Woven Cap	0	IT63	0	10
10866	1122	Woven Mask	0	IT63	0	10
10849	1123	Woven Collar	0	IT63	0	10
10876	1124	Woven Tunic	0	IT63	13153430	10
10865	1125	Woven Mantle	0	IT63	0	10
10847	1126	Woven Cape	0	IT63	0	10
10853	1127	Woven Girth	0	IT63	0	10
10875	1128	Woven Sleeves	0	IT63	0	10
10878	1129	Woven Wristbands	0	IT63	0	10
10854	1130	Woven Gloves	0	IT63	0	10
10864	1131	Woven Leggings	0	IT63	0	10
9875	1132	Tinker Wrench	0	IT14	0	3
8424	1133	Shield of the Clawed Guardian	0	IT221	0	10
10894	1134	Writ of Dragonkind	0	IT27	0	255
9061	1136	Smolder	0	IT163	0	0
8521	1137	Shroud of Longevity	16	IT63	1973790	10
6193	1141	Mesh Helm	1	IT63	0	10
6196	1142	Mesh Mask	1	IT63	0	10
6192	1143	Mesh Gorget	1	IT63	0	10
6197	1144	Mesh Tunic	1	IT63	15790320	10
6195	1145	Mesh Mantle	1	IT63	0	10
6189	1146	Mesh Cape	0	IT63	0	10
6191	1147	Mesh Girth	1	IT63	0	10
6187	1148	Mesh Armbands	1	IT63	0	10
6188	1149	Mesh Bracers	1	IT63	0	10
6190	1150	Mesh Gauntlets	1	IT63	0	10
6194	1151	Mesh Leggings	1	IT63	0	10
2256	1153	Dainty Gloves	1		0	10
8112	1154	Sceptre of Destruction	0	IT51	0	3
9565	1155	Sylvani Leaf	0	IT63	0	255
9344	1156	Staff of the Morning Dew	0	IT186	0	3
2527	1157	Dragon Scaled Mask	0	IT63	0	10
7985	1158	Salindrite Dagger	0	IT194	0	2
5336	1159	Kerran Headband	1	IT63	0	10
7345	1160	Raw Silk Headband	0	IT63	0	10
7348	1161	Raw Silk Mask	0	IT63	0	10
7343	1162	Raw Silk Collar	0	IT63	0	10
7349	1163	Raw Silk Robe	16	IT63	8475406	10
7347	1164	Raw Silk Mantle	0	IT63	0	10
7342	1165	Raw Silk Cloak	0	IT63	0	10
7351	1166	Raw Silk Sash	0	IT63	0	10
7352	1167	Raw Silk Sleeves	0	IT63	0	10
7353	1168	Raw Silk Wristbands	0	IT63	0	10
7344	1169	Raw Silk Gloves	0	IT63	0	10
7346	1170	Raw Silk Leggings	0	IT63	0	10
7350	1171	Raw Silk Sandals	0	IT63	0	10
1703	1172	Clawed Guardian Bracer	19		0	10
9341	1173	Staff of the Elder Claws	0	IT186	0	4
2185	1180	Cured Silk Headband	4	IT63	0	10
2188	1181	Cured Silk Mask	4	IT63	0	10
2182	1182	Cured Silk Collar	4	IT63	0	10
2183	1183	Cured Silk Gi	4	IT63	15790320	10
2187	1184	Cured Silk Mantle	4	IT63	0	10
2181	1185	Cured Silk Cloak	4	IT63	0	10
2190	1186	Cured Silk Sash	4	IT63	0	10
2191	1187	Cured Silk Sleeves	4	IT63	0	10
2192	1188	Cured Silk Wristbands	4	IT63	0	10
2184	1189	Cured Silk Handwraps	4	IT63	0	10
2186	1190	Cured Silk Leggings	4	IT63	0	10
2189	1191	Cured Silk Sandals	4	IT63	0	10
10901	1192	Wu's Fighting Gauntlets	4	IT63	0	10
1392	1193	Burynai Legion Gi	12	IT63	11500900	10
6349	1194	Mountain Death Belt	0	IT63	0	10
10850	1195	Woven Cord of Mistletoe	0	IT63	0	10
10877	1196	Woven Vine Wristband	17	IT63	20480	10
6065	1197	Maple Leaf Mask	0	IT63	20	10
8500	1201	Shiverback-hide Jerkin	4	IT63	0	10
8497	1202	Shiverback-hide Armbands	4	IT63	0	10
8502	1203	Shiverback-hide Wristbands	4	IT63	0	10
8499	1204	Shiverback-hide Gloves	4	IT63	0	10
8501	1205	Shiverback-hide Leggings	4	IT63	0	10
8498	1206	Shiverback-hide Boots	4	IT63	0	10
4422	1207	Helm of the Tracker	0	IT240	0	10
3865	1208	Gloves of Earthcrafting	20		0	10
6438	1209	Natures Defender	0	IT166	0	1
3910	1210	Gnoll Fur Patch	0	IT63	0	255
2082	1211	Cryosilk Cap	1	IT63	0	10
2091	1212	Cryosilk Veil	0	IT63	0	10
2083	1213	Cryosilk Choker	0	IT63	0	10
2088	1214	Cryosilk Robe	12	IT63	0	10
2080	1215	Cryosilk Amice	0	IT63	0	10
2084	1216	Cryosilk Cloak	0	IT63	0	10
2089	1217	Cryosilk Sash	0	IT63	0	10
2090	1218	Cryosilk Sleeves	1	IT63	0	10
2081	1219	Cryosilk Bracelet	1	IT63	0	10
2085	1220	Cryosilk Gloves	1	IT63	0	10
2087	1221	Cryosilk Pantaloons	1	IT63	0	10
2086	1222	Cryosilk Lined Shoes	1	IT63	0	10
9570	1223	Symbol of Tunarian Worship	19	IT63	0	10
1664	1224	Chord of Vines	0	IT63	0	10
1476	1225	Carmine Turban	0	IT63	0	10
1472	1226	Carmine Robe	15	IT63	11471410	10
1473	1227	Carmine Sleeves	1	IT63	0	10
1475	1228	Carmine Trinket	1	IT63	0	10
1470	1229	Carmine Gloves	1	IT63	0	10
1471	1230	Carmine Pants	1	IT63	0	10
1469	1231	Carmine Boots	1	IT63	0	10
910	1232	Blighted Skullcap	0	IT63	0	10
909	1233	Blighted Robe	11	IT63	91386	10
911	1234	Blighted Sleeves	1	IT63	0	10
904	1235	Blighted Armband	1	IT63	0	10
906	1236	Blighted Gloves	1	IT63	0	10
912	1237	Blighted Trousers	1	IT63	0	10
905	1238	Blighted Boots	1	IT63	0	10
346	1239	Apothic Crown	0	IT63	0	10
349	1240	Apothic Robe	12	IT63	9832970	10
350	1241	Apothic Sleeves	1	IT63	0	10
351	1242	Apothic Warband	1	IT63	0	10
347	1243	Apothic Gloves	1	IT63	0	10
348	1244	Apothic Kilt	1	IT63	0	10
345	1245	Apothic Boots	1	IT63	0	10
5139	1246	Insidious Halo	0	IT63	0	10
5142	1247	Insidious Robe	12	IT63	668360	10
5143	1248	Insidious Sleeves	1	IT63	0	10
5140	1249	Insidious Manacle	1	IT63	0	10
5138	1250	Insidious Gloves	1	IT63	0	10
5141	1251	Insidious Pantaloons	1	IT63	0	10
5144	1252	Insidious Slippers	1	IT63	0	10
7574	1253	Robe of the Kedge	14	IT63	0	10
6244	1254	Miragul's Robe	13	IT63	13111055	10
9667	1256	Tattered Tomb Shroud	12	IT63	2302755	10
9638	1257	Tattered Arm Wrappings	1	IT63	2302755	10
9650	1258	Tattered Leg Wrappings	1	IT63	2302755	10
10831	1259	Worm-eaten Gloves	1	IT63	2302755	10
4125	1260	Grave Sandals	1	IT63	2302755	10
2832	1262	Elliptical Veil	0	IT63	0	10
7569	1263	Robe of the Foci	12	IT63	6592050	10
7563	1268	Robe of Living Fungus	14	IT63	4941075	10
234	1271	Al`Kabor's Cap of Binding	0	IT63	0	10
449	1272	Augmentor's Mask	0	IT63	4278190080	10
7275	1273	Raiment of Thunder	0	IT63	0	10
1165	1274	Bracelet of Clarification	0	IT63	0	10
5195	1275	Ivory Mask	0	IT63	0	10
10650	1276	Wind Walker's Mantle	0	IT63	0	10
9209	1277	Sphinx Hair Cord	0	IT63	0	10
1729	1278	Cloak of Spiroc Feathers	0	IT63	0	10
1000	1279	Bloodsoaked Raiment	0	IT63	0	10
7993	1280	Sandals of Alacrity	4	IT63	0	10
9928	1281	Ton Po's Eye Patch	0	IT63	0	255
6408	1282	Mystical Back Straps	4	IT63	4278190080	10
9929	1283	Ton Po's Shoulder Wraps	0	IT63	0	10
7733	1284	Ruined Scaled Coif	2	IT63	6579240	10
7740	1285	Ruined Scaled Visor	0	IT63	6579240	10
7736	1286	Ruined Scaled Neckguard	0	IT63	6579240	10
7732	1287	Ruined Scaled Coat	2	IT63	6579240	10
7735	1288	Ruined Scaled Mantle	0	IT63	6579240	10
7731	1289	Ruined Scaled Cape	0	IT63	6579240	10
7738	1290	Ruined Scaled Skirt	0	IT63	6579240	10
7739	1291	Ruined Scaled Sleeves	2	IT63	6579240	10
7730	1292	Ruined Scaled Bracelet	2	IT63	6579240	10
7734	1293	Ruined Scaled Gloves	2	IT63	6579240	10
7737	1294	Ruined Scaled Pants	2	IT63	6579240	10
7729	1295	Ruined Scaled Boots	2	IT63	6579240	10
4660	1296	Iksar Skin Gloves	1	IT63	0	10
10031	1297	Triumvirate Missionary Robe	16	IT63	51425	10
6975	1298	Plasmatic Priest Robe	16	IT63	13107200	10
967	1299	Blood Soaked Plasmatic Priest Robe	16	IT63	13107200	255
8056	1302	Savant's Cap	0	IT63	0	10
4099	1304	Gossamer Cap	1	IT63	0	10
4107	1305	Gossamer Veil	0	IT63	0	10
4101	1306	Gossamer Collar	0	IT63	0	10
4104	1307	Gossamer Robe	16	IT63	15790320	10
4098	1308	Gossamer Amice	0	IT63	0	10
4100	1309	Gossamer Cape	0	IT63	0	10
4105	1310	Gossamer Sash	0	IT63	0	10
4106	1311	Gossamer Sleeves	1	IT63	0	10
4108	1312	Gossamer Wristbands	1	IT63	0	10
4102	1313	Gossamer Gloves	1	IT63	0	10
4103	1314	Gossamer Leggings	1	IT63	0	10
9095	1315	Soft Leather Boots	1	IT63	4278190080	10
10392	1316	Velvet Choker	0	IT63	0	10
8250	1317	Serpentskin Eyepatch	1	IT63	0	10
1069	1318	Bone Fingered Gloves	1	IT63	0	10
3450	1320	Flowing Black Robe	11	IT63	0	10
4489	1321	Hollowed Bone Bracers	1	IT63	0	10
9767	1322	Thaumaturgist's Robe	16	IT63	8535050	10
10452	1324	Visage of Life	0	IT63	4278190080	10
10885	1325	Wreath of Nature	0	IT63	4278190080	10
4221	1327	Grizznot's Claws	0	IT136	0	0
5083	1328	Incandescent Bracer	21		0	10
3911	1329	Gnoll Fur Patch Quarter	0	IT63	0	255
6848	1330	Patched Gnoll Fur Bundle	0	IT63	0	10
2264	1331	Damask Cap	0	IT63	0	10
2272	1332	Damask Veil	0	IT63	0	10
2266	1333	Damask Collar	0	IT63	0	10
2269	1334	Damask Robe	16	IT63	13153430	10
2263	1335	Damask Amice	0	IT63	0	10
2265	1336	Damask Cape	0	IT63	0	10
2270	1337	Damask Sash	0	IT63	0	10
2271	1338	Damask Sleeves	0	IT63	0	10
2273	1339	Damask Wristbands	0	IT63	0	10
2267	1340	Damask Gloves	0	IT63	0	10
2268	1341	Damask Leggings	0	IT63	0	10
9096	1342	Soft Leather Shoes	0	IT63	0	10
3248	1343	Festering Cloak	0	IT63	0	10
7575	1345	Robe of the Keeper	16	IT63	11797765	10
10520	1347	Warthread Kilt	0	IT63	0	10
9504	1348	Summoned: Muzzle of Mardu	0	IT63	0	255
3208	1349	Fang of the Wolf	0	IT5	0	2
7577	1354	Robe of the Oracle	13	IT63	0	10
7559	1355	Robe of Enshroudment	16	IT63	65793	10
7568	1356	Robe of the Elements	10	IT63	0	10
7573	1357	Robe of the Ishva	12	IT63	1979130	10
213	1358	Advisor Robe	10	IT63	6360322	10
8465	1360	Shining Metallic Robes	15	IT63	0	10
473	1361	Azure Sleeves	0	IT63	0	10
2858	1362	Embroidered Black Sleeves	0	IT63	0	10
8454	1363	A Shimmering White Shroud	0	IT63	0	10
1202	1364	Braided Cinch Cord	0	IT63	0	10
3451	1365	Flowing Black Silk Sash	0	IT63	0	255
8662	1366	Silversilk Leggings	0	IT63	0	10
1204	1367	Braided Ivy Cords	0	IT63	0	10
10704	1368	Wolf Fur Slippers	0	IT63	0	10
5123	1369	Initiate Symbol of Innoruuk	0	IT63	0	10
2472	1370	Disciple Symbol of Innoruuk	0	IT63	0	10
7402	1371	Regent Symbol of Innoruuk	0	IT63	0	10
5127	1376	Initiate Symbol of the Tribunal	0	IT63	0	10
5120	1390	Initiate Symbol of Bertoxxulous	0	IT63	0	10
6344	1400	Moss Mask	0	IT63	0	10
2857	1401	Embroidered Black Cape	0	IT63	0	10
3814	1402	Gilded Cloth	0	IT63	0	10
8482	1403	Shiny Silk Gloves	0	IT63	0	10
2616	1404	Dusty Bloodstained Gloves	0	IT63	0	10
3298	1405	Fine Silk Turban	0	IT63	0	10
1462	1407	Cape of Midnight Mist	0	IT63	0	10
6497	1408	Nightshade Wreath	0	IT63	0	10
4505	1409	Hooded Black Cloak	0	IT63	0	10
1009	1410	Bloodstone Eyepatch	1	IT63	0	10
10103	1411	Turquoise Eyepatch	1	IT63	0	10
4174	1412	Green Silken Drape	16	IT63	2647080	10
8398	1413	Shazda Turban	1	IT63	0	255
4426	1414	Helot Skull Helm	3	IT63	11489330	10
5811	1415	Leif's Napkin	0	IT63	0	255
10029	1416	Trita's Napkin	0	IT63	0	255
1272	1417	Brita's Napkin	0	IT63	0	255
9819	1418	Thoridain's Napkin	0	IT63	0	255
10220	1419	Used Napkin	0	IT63	0	255
1130	1420	Borannin's Seal	0	IT63	0	255
8180	1422	Seal of Thoridain	0	IT63	0	255
2467	1423	Dirty Pot	0	IT63	0	255
10221	1424	Used Pie Tin	0	IT63	0	255
10096	1425	Tundrabear Sandwich	0	IT63	0	255
3580	1426	Frost Bunny Stew	0	IT63	0	255
10141	1427	Ulthork Meat Pie	0	IT63	0	255
9088	1428	Snow Griffin Souffle	0	IT63	0	255
9086	1429	Snow Griffin Egg	0	IT63	0	255
5121	1430	Initiate Symbol of Brell Serilis	0	IT63	0	10
2470	1431	Disciple Symbol of Brell Serilis	0	IT63	0	10
5122	1437	Initiate Symbol of Cazic Thule	0	IT63	0	10
2471	1438	Disciple Symbol of Cazic Thule	0	IT63	0	10
5125	1444	Initiate Symbol of Rallos Zek	0	IT63	0	10
8054	1451	Saucy Bearmeat	0	IT63	0	255
8055	1452	Saucy Bunnymeat	0	IT63	0	255
9217	1453	Spicy Ulthork Meat	0	IT63	0	255
4033	1456	Golden Championship Ring	0	IT63	0	10
6995	1457	Platinum Championship Ring	0	IT63	0	10
9589	1459	Tainted Avalanche Ale	0	IT63	0	255
6386	1460	Murdrick's head	0	IT63	0	255
685	1461	Berradin's head	0	IT63	0	255
6890	1462	Peffin's head	0	IT63	0	255
2494	1463	Doldigun's head	0	IT63	0	255
7515	1464	Ring of the Coldain Council	0	IT63	0	255
2457	1465	Dirk of the Dain	0	IT167	0	2
5295	1466	Juliah's Head	0	IT63	0	255
209	1467	Adarra's bow of the Unseen	0	IT4	65793	5
210	1467	Adarra's Bow of the Unseen	0	IT4	65793	5
2624	1468	Dusty Burlap Hood	0	IT63	0	10
2630	1469	Dusty Burlap Veil	0	IT63	0	10
2621	1470	Dusty Burlap Collar	0	IT63	0	10
2628	1471	Dusty Burlap Shirt	0	IT63	0	10
2627	1472	Dusty Burlap Shawl	0	IT63	0	10
2620	1473	Dusty Burlap Cape	0	IT63	0	10
2622	1474	Dusty Burlap Cord	0	IT63	0	10
2629	1475	Dusty Burlap Sleeves	0	IT63	0	10
2631	1476	Dusty Burlap Wristband	0	IT63	0	10
2623	1477	Dusty Burlap Gloves	0	IT63	0	10
2625	1478	Dusty Burlap Pants	0	IT63	0	10
2626	1479	Dusty Burlap Sandals	0	IT63	0	10
9102	1480	Soft Wicker Helm	1	IT63	5289040	10
9104	1481	Soft Wicker Mask	0	IT63	5289040	10
9101	1482	Soft Wicker Gorget	0	IT63	5289040	10
9107	1483	Soft Wicker Tunic	1	IT63	5289040	10
9105	1484	Soft Wicker Shoulderpads	0	IT63	5289040	10
9099	1485	Soft Wicker Cloak	0	IT63	5289040	10
9097	1486	Soft Wicker Belt	0	IT63	5289040	10
9106	1487	Soft Wicker Sleeves	1	IT63	5289040	10
9108	1488	Soft Wicker Wristbands	1	IT63	5289040	10
9100	1489	Soft Wicker Gloves	1	IT63	5289040	10
9103	1490	Soft Wicker Leggings	1	IT63	5289040	10
9098	1491	Soft Wicker Boots	1	IT63	5289040	10
515	1492	Bamboo Splint Coif	2	IT63	4599040	10
522	1493	Bamboo Splint Visor	0	IT63	4599040	10
518	1494	Bamboo Splint Neckguard	0	IT63	4599040	10
514	1495	Bamboo Splint Coat	2	IT63	4599040	10
517	1496	Bamboo Splint Mantle	0	IT63	4599040	10
513	1497	Bamboo Splint Cape	0	IT63	4599040	10
520	1498	Bamboo Splint Skirt	0	IT63	4599040	10
521	1499	Bamboo Splint Sleeves	2	IT63	4599040	10
1159	1500	Box of the Guilty	0	IT63	0	255
8691	1501	Siryn Hair Hood	1	IT63	0	10
512	1504	Bamboo Splint Bracelet	2	IT63	4599040	10
516	1505	Bamboo Splint Gloves	2	IT63	4599040	10
519	1506	Bamboo Splint Pants	2	IT63	4599040	10
511	1507	Bamboo Splint Boots	2	IT63	4599040	10
1817	1508	Cold Iron Helm	3	IT63	2956830	10
1818	1509	Cold Iron Mask	0	IT63	2956830	10
1813	1510	Cold Iron Collar	0	IT63	2956830	10
1812	1511	Cold Iron Breastplate	3	IT63	2956830	10
1820	1512	Cold Iron Pauldron	0	IT63	2956830	10
1815	1513	Cold Iron Girdle	0	IT63	2956830	10
1822	1514	Cold Iron Vambraces	3	IT63	2956830	10
1811	1515	Cold Iron Bracers	3	IT215	2956830	10
1814	1516	Cold Iron Gauntlets	3	IT63	2956830	10
1816	1517	Cold Iron Greaves	3	IT63	2956830	10
1810	1518	Cold Iron Boots	3	IT63	2956830	10
2041	1519	Crown of the Forlorn	2	IT63	3289650	10
6957	1520	Pit Fighter Handwraps	0	IT63	0	10
6956	1521	Pit Fighter Anklewraps	0	IT63	0	10
1821	1522	Cold Iron Shackle	3	IT63	0	10
8427	1523	Shield of the Forlorn	0	IT202	0	255
1188	1524	Bracer of the Forlorn	3	IT63	5263440	10
607	1525	Bathide Wristband	0	IT63	0	10
1737	1526	Cloak of the Forlorn	0	IT63	0	10
6459	1527	Neriak Ceremonial Robe	16	IT63	988180	10
476	1528	Azzar's Dreadful Hat	0	IT63	0	10
2569	1529	Dreadful Cap	0	IT63	0	10
746	1530	Black Lace Sash	0	IT63	0	10
6855	1531	Pauldrons of Ferocity	0	IT63	0	10
5779	1534	Leatherfoot Sandals	0	IT63	0	10
1245	1535	Brewer's Mesh Cloak	0	IT63	0	10
1006	1536	Bloodstar Pendant	0	IT63	0	10
8708	1537	Skinner's Belt	0	IT63	0	10
2702	1538	Earring of Bashing	0	IT63	0	10
10030	1539	Triumphant Mask	0	IT63	0	10
7504	1540	Ring of Pureblood	0	IT63	0	10
4516	1541	Hotof's Bracer	0	IT63	0	10
6857	1542	Pauldrons of Power	0	IT63	0	10
4578	1543	Icebelt	0	IT63	0	10
2329	1544	Darkbrood Mask	0	IT63	0	10
3031	1545	Engineer's Ring	0	IT63	0	10
1726	1546	Cloak of Scales	0	IT63	0	10
3148	1547	Eye of Cazic Thule	0	IT63	0	10
7571	1548	Robe of the Grove	14	IT63	0	10
4285	1549	Halo of the Enlightened	0	IT63	0	10
698	1550	Bile Etched Obsidian Choker	0	IT63	0	10
1735	1551	Cloak of the Fearsome	0	IT63	0	10
7562	1552	Robe of Inspiration	15	IT63	681110	10
6578	1553	Vial of Velium Vapors	0	IT63	0	255
10437	1553	Vial of Velium Vapors	0	IT63	0	255
1206	1554	Brain of Cazic Thule	0	IT63	0	255
3232	1555	Fearsome Shield	0	IT215	0	255
4228	1556	Grotesque Girdle	0	IT64	0	10
8396	1557	Shawl of Protection	0	IT63	0	10
696	1558	Berserkers Ring	0	IT63	0	255
10979	1559	Zombie Flesh Bracer	1	IT63	0	10
9602	1560	Tanik's note	0	IT63	0	255
9603	1560	Tanik's note	0	IT63	0	255
10381	1561	Velium Vial	0	IT63	0	255
10208	1562	Unfired Velium Vial	0	IT63	0	255
5124	1564	Initiate Symbol of Quellious	0	IT63	4278190080	10
2473	1565	Disciple Symbol of Quellious	0	IT63	0	10
7403	1566	Regent Symbol of Quellious	0	IT63	4278190080	10
2390	1567	Declaration of War	0	IT63	0	255
5126	1570	Initiate Symbol of Tunare	0	IT63	0	10
2474	1571	Disciple Symbol of Tunare	0	IT63	0	10
10494	1572	Warden Symbol of Tunare	0	IT63	0	10
5239	1574	A Jagged Shard of Bone	0	IT5	0	2
3815	1578	Gilded Tiny Skull Earring	0	IT63	0	10
2864	1580	Emerald Cloak of the Faydark	0	IT63	0	10
10384	1583	Velium War Maul	0	IT178	0	3
907	1584	Blighted Mare Hide	0	IT63	4278190080	255
7118	1594	Pouch of Red Dust	0	IT63	0	255
9806	1595	Thick Caustic Fluid	0	IT63	0	255
5986	1596	Magical Suspension Fluid	0	IT63	0	255
2481	1597	Divinatory Concoction	0	IT63	0	255
779	1598	Black Stone Candlestick	0	IT63	0	255
7123	1599	Powder of Unanimation	0	IT63	0	255
7551	1602	Robe of Asphyxiation	13	IT63	1702650	10
7556	1603	Robe of Decay	10	IT63	4278202880	10
7578	1605	Robe of the Spring	13	IT63	4279526420	10
8687	1607	Siren Scale Robe	14	IT63	39880	10
3559	1608	Froglok Bonecaster's Robe	15	IT63	661770	10
7555	1609	Robe of Dalnir	13	IT63	674570	10
2000	1610	Crescent Headband	1	IT63	0	10
1999	1611	Crescent Gi	4	IT63	0	10
1996	1612	Crescent Arm Wraps	4	IT63	0	10
1998	1614	Crescent Fighting Gloves	4	IT63	0	10
2001	1615	Crescent Pants	4	IT63	0	10
2002	1616	Crescent Slippers	4	IT63	0	10
5432	1617	Kunzar Cloak	4	IT63	0	10
9532	1618	Supple Scale Armband	4	IT63	0	10
8531	1619	Siblisian Berserker Cloak	0	IT63	0	10
7837	1620	Runebranded Girdle	0	IT63	0	10
10834	1621	Worn Cloth Mantle	0	IT63	0	10
4440	1622	Hierophant's Cloak	0	IT63	0	10
8052	1623	Sash of the Dragonborn	0	IT63	0	10
9912	1624	Tolapumj's Robe	14	IT63	1651225	10
3041	1625	Enshrouded Veil	4	IT63	0	10
7046	1626	Poisoned Mantle	0	IT63	0	10
1725	1627	Cloak of Piety	0	IT63	0	10
8523	1628	Shroud of Veeshan	0	IT63	0	10
3743	1629	Ghostly Robes	16	IT63	9014413	10
4310	1630	Hangman's Noose	0	IT63	0	10
6146	1631	Meditative Blanket	0	IT63	0	10
5892	1641	Loam Encrusted Cap	1	IT63	0	10
5901	1642	Loam Encrusted Veil	0	IT63	0	10
5893	1643	Loam Encrusted Choker	0	IT63	0	10
5898	1644	Loam Encrusted Robe	11	IT63	16448100	10
5890	1645	Loam Encrusted Amice	0	IT63	0	10
