category	class_name	quest_name	reward_name	reward_icon_id	component_name	component_icon_id	quantity	slot	faction	note	source_url
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Fleshbound Tome	865	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Froglok Essence	507	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Gleaming Unicorn Horn	593	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Green Heartwood Branch	601	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Green Tree Bark	1233	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Grocery List	504	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Hardened Mixture	949	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Jade Reaver	1164	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Kedge Cave Crystals	959	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Ocean of Tears Seavines	1200	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Platinum Speckled Powder	739	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Pod of Seawater	584	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Pulsing Green Stone	957	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Pure Lakewater	584	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Receipt	867	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Ripened Heartfruit	1037	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Rose of Firiona	721	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Runecrested Bowl	858	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Shiny Tin Bowl	858	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Silver Chained Locket	1147	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Speckled Molded Mushroom	1206	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Summoned: Firefly Globe	507	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Sweetened Mudroot	583	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Warm Pulsing Treant Heart	1003	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Warmly Glowing Stone	960	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Wood Painting	652	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Worn Dark Metal Coin	647	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Druid	Druid Epic Quest	Nature Walkers Scimitar	1169	Worn Note	864	1				https://wiki.project1999.com/Druid_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	1st Piece of Staff	686	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	2nd Piece of Staff	686	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	3rd Piece of Staff	686	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	4th Piece of Staff	686	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Bundle of Staves	978	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Chalice of Kings	1248	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Charm and Sacrifice	778	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Copy of Notes	504	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Dull Diamond	966	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Dull Emerald	958	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Dull Ruby	964	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Dull Sapphire	963	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Empty Ink Vial	585	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Enchanted Diamond	966	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Enchanted Emerald	958	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Enchanted Ruby	964	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Enchanted Sapphire	963	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Enchanters Sack	689	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Essence of a Ghost	528	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Essence of a Vampire	1075	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Gift to Bozlum	836	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Head of a Prince	1231	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Head of the Serpent	698	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Ink of the Dark	697	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Innoruuk's Word	789	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Jeb's Seal	644	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Large Muddy Sandals	666	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Lost Scroll	861	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Mechanical Pen	810	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Piece of Parchment	870	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Quill	755	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Sands of the Mystics	1076	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Scribbled Parchment	864	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Shining Metallic Robes	929	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Snow Blossoms	721	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Spoon	618	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	The One Key	1077	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	White Paper	504	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Enchanter	Enchanter Epic Quest	Staff of the Serpent	2865	Xolion Rod	811	1				https://wiki.project1999.com/Enchanter_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Blazing Wand	809	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Broom of Trilon	889	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Burning Embers	1084	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Crown of Elemental Mastery	511	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Dirt of Underfoot	767	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Element of Earth	767	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Element of Fire	964	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Element of Water	963	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Element of Wind	966	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Elemental Binder	511	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Pegasus Feather Cloak	659	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Power of Earth	767	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Power of Fire	964	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Power of Water	963	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Power of Wind	966	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Power of the Elements	863	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Power of the Orb	682	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Rain of Karana	963	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Shovel of Ponz	891	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Staff of Elemental Mastery: Earth	811	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Staff of Elemental Mastery: Water	811	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Tears of Erollisi	963	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Token of Mastery		1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torch of the Elements	559	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Magi'kot pg. 1	504	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Magi'kot pg. 2	504	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Magi'kot pg. 3	504	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Mastery Earth	864	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Mastery Fire	864	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Mastery Water	864	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Torn Page of Mastery Wind	864	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Words of Magi'kot	504	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Magician	Magician Epic Quest	Orb of Mastery	810	Words of Mastery	865	1				https://wiki.project1999.com/Magician_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	A Metal Pipe	601	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Book of Celestial Fists	865	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Breath of Gwan	1155	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Charred Scale	1234	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Code of Zan Fi	789	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Danl's Reference	1004	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Demon Fangs	801	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Eye of Kaiaren	917	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Immortals	865	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Needle of the Void	810	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Purple Headband	936	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Rare Robe Pattern	790	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Red Sash of Order	935	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Robe of the Lost Circle	931	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Robe of the Whistling Fists	931	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Shadow Silk	823	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Shadow Wolf Pelt	556	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Silk Swatch	823	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	The Idol	893	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Monk	Monk Epic Quest	Celestial Fists	971	Trunt's Head	920	1				https://wiki.project1999.com/Monk_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Black Silk Cape	842	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Cloak of Spiroc Feathers	658	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Eye of Innoruuk	1130	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Flowing Black Robe	1126	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Gkzzallk in a Box	836	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Manisi Herb	1196	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Rolling Stone Moss	978	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Scaled Symbol of the Serpent	648	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Silver Disc	646	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Slime Blood of Cazic Thule	526	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Necromancer	Necromancer Epic Quest	Scythe of the Shadowed Soul	2869	Spiroc Feathers	1146	1				https://wiki.project1999.com/Necromancer_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Bucket of Pure Water	1016	1				https://wiki.project1999.com/Paladin_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Bucket of Water	1016	1				https://wiki.project1999.com/Paladin_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Cold Plate of Beef and Bread	783	1				https://wiki.project1999.com/Paladin_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Fiery Avenger	519	1				https://wiki.project1999.com/Paladin_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Ghoulbane	519	1				https://wiki.project1999.com/Paladin_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Gleaming Crested Breastplate	624	1				https://wiki.project1999.com/Paladin_Epic_Quest
epic	Paladin	Paladin Epic Quest	Fiery Defender	2864	Gleaming Crested Shield	758	1				https://wiki.project1999.com/Paladin_Epic_Quest
